rodada,data,mandante,visitante,vencedor,mandante_gols,visitante_gols
29,2015-10-03,Sao Paulo,Athletico-PR,Sao Paulo,1,0
29,2015-10-04,Flamengo,Joinville,Flamengo,2,0
29,2015-10-04,Avai,Vasco,-,1,1
29,2015-10-04,Goias,Figueirense,Figueirense,2,3
29,2015-10-04,Cruzeiro,Gremio,-,0,0
29,2015-10-04,Ponte Preta,Corinthians,-,2,2
29,2015-10-04,Santos,Fluminense,Santos,3,1
29,2015-10-04,Chapecoense,Palmeiras,Chapecoense,5,1
30,2015-10-14,Atletico-MG,Internacional,Atletico-MG,2,1
30,2015-10-14,Sport,Avai,Sport,3,0
30,2015-10-14,Joinville,Coritiba,Joinville,3,1
30,2015-10-14,Figueirense,Flamengo,Figueirense,3,0
30,2015-10-14,Palmeiras,Ponte Preta,Ponte Preta,0,1
30,2015-10-14,Fluminense,Sao Paulo,Fluminense,2,0
30,2015-10-14,Athletico-PR,Cruzeiro,-,2,2
30,2015-10-15,Corinthians,Goias,Corinthians,3,0
30,2015-10-15,Vasco,Chapecoense,-,1,1
30,2015-10-15,Gremio,Santos,Gremio,1,0
31,2015-10-17,Avai,Palmeiras,Palmeiras,1,3
31,2015-10-17,Joinville,Figueirense,Joinville,1,0
31,2015-10-18,Cruzeiro,Fluminense,Cruzeiro,2,0
31,2015-10-18,Ponte Preta,Coritiba,Ponte Preta,3,0
31,2015-10-18,Athletico-PR,Corinthians,Corinthians,1,4
31,2015-10-18,Sao Paulo,Vasco,-,2,2
31,2015-10-18,Flamengo,Internacional,Internacional,0,1
31,2015-10-18,Gremio,Chapecoense,Chapecoense,2,3
31,2015-10-18,Santos,Goias,Santos,3,1
31,2015-10-18,Sport,Atletico-MG,Sport,4,1
32,2015-10-24,Fluminense,Athletico-PR,Athletico-PR,0,1
32,2015-10-24,Internacional,Joinville,Internacional,1,0
32,2015-10-24,Figueirense,Santos,-,0,0
32,2015-10-24,Palmeiras,Sport,Sport,0,2
32,2015-10-25,Chapecoense,Avai,-,0,0
32,2015-10-25,Corinthians,Flamengo,Corinthians,1,0
32,2015-10-25,Vasco,Gremio,-,0,0
32,2015-10-25,Coritiba,Sao Paulo,Sao Paulo,1,2
32,2015-10-25,Goias,Cruzeiro,Cruzeiro,0,1
32,2015-10-25,Atletico-MG,Ponte Preta,Atletico-MG,2,1
33,2015-10-31,Sao Paulo,Sport,Sao Paulo,3,0
33,2015-10-31,Avai,Cruzeiro,-,1,1
33,2015-10-31,Ponte Preta,Joinville,Ponte Preta,1,0
33,2015-10-31,Coritiba,Figueirense,-,1,1
33,2015-11-01,Gremio,Flamengo,Gremio,2,0
33,2015-11-01,Atletico-MG,Corinthians,Corinthians,0,3
33,2015-11-01,Chapecoense,Athletico-PR,-,0,0
33,2015-11-01,Santos,Palmeiras,Santos,2,1
33,2015-11-01,Vasco,Fluminense,Fluminense,0,1
33,2015-11-01,Goias,Internacional,Goias,2,1
34,2015-11-07,Internacional,Ponte Preta,Internacional,1,0
34,2015-11-07,Corinthians,Coritiba,Corinthians,2,1
34,2015-11-07,Athletico-PR,Avai,Athletico-PR,2,1
34,2015-11-07,Fluminense,Chapecoense,Chapecoense,2,3
34,2015-11-08,Flamengo,Goias,Flamengo,4,1
34,2015-11-08,Cruzeiro,Sao Paulo,Cruzeiro,2,1
34,2015-11-08,Figueirense,Atletico-MG,Atletico-MG,0,1
34,2015-11-08,Palmeiras,Vasco,Vasco,0,2
34,2015-11-08,Joinville,Santos,-,0,0
34,2015-11-08,Sport,Gremio,Sport,1,0
35,2015-11-15,Cruzeiro,Sport,Cruzeiro,3,0
35,2015-11-18,Goias,Coritiba,Coritiba,1,3
35,2015-11-18,Ponte Preta,Figueirense,Figueirense,0,1
35,2015-11-18,Athletico-PR,Palmeiras,-,3,3
35,2015-11-18,Avai,Joinville,Avai,2,1
35,2015-11-19,Gremio,Fluminense,Gremio,1,0
35,2015-11-19,Chapecoense,Internacional,Chapecoense,1,0
35,2015-11-19,Sao Paulo,Atletico-MG,Sao Paulo,4,2
35,2015-11-19,Santos,Flamengo,-,0,0
35,2015-11-19,Vasco,Corinthians,-,1,1
36,2015-11-21,Palmeiras,Cruzeiro,-,1,1
36,2015-11-22,Atletico-MG,Goias,-,2,2
36,2015-11-22,Internacional,Gremio,Internacional,1,0
36,2015-11-22,Corinthians,Sao Paulo,Corinthians,6,1
36,2015-11-22,Figueirense,Chapecoense,-,0,0
36,2015-11-22,Joinville,Vasco,Vasco,1,2
36,2015-11-22,Flamengo,Ponte Preta,-,1,1
36,2015-11-22,Fluminense,Avai,Fluminense,3,1
36,2015-11-22,Coritiba,Santos,Coritiba,1,0
36,2015-11-22,Sport,Athletico-PR,-,0,0
37,2015-11-28,Sao Paulo,Figueirense,Sao Paulo,3,2
37,2015-11-28,Fluminense,Internacional,-,1,1
37,2015-11-28,Avai,Ponte Preta,Avai,1,0
37,2015-11-29,Cruzeiro,Joinville,Cruzeiro,3,0
37,2015-11-29,Gremio,Atletico-MG,Gremio,2,1
37,2015-11-29,Sport,Corinthians,Sport,2,0
37,2015-11-29,Palmeiras,Coritiba,Coritiba,0,2
37,2015-11-29,Chapecoense,Goias,Goias,1,3
37,2015-11-29,Vasco,Santos,Vasco,1,0
37,2015-11-29,Athletico-PR,Flamengo,Athletico-PR,3,0
38,2015-12-06,Joinville,Gremio,Gremio,0,2
38,2015-12-06,Flamengo,Palmeiras,Palmeiras,1,2
38,2015-12-06,Santos,Athletico-PR,Santos,5,1
38,2015-12-06,Atletico-MG,Chapecoense,Atletico-MG,3,0
38,2015-12-06,Ponte Preta,Sport,Sport,0,1
38,2015-12-06,Internacional,Cruzeiro,Internacional,2,0
38,2015-12-06,Figueirense,Fluminense,Figueirense,1,0
38,2015-12-06,Goias,Sao Paulo,Sao Paulo,0,1
38,2015-12-06,Corinthians,Avai,-,1,1
38,2015-12-06,Coritiba,Vasco,-,0,0
1,2016-05-14,Flamengo,Sport,Flamengo,1,0
1,2016-05-14,Palmeiras,Athletico-PR,Palmeiras,4,0
1,2016-05-14,Atletico-MG,Santos,Atletico-MG,1,0
1,2016-05-14,Coritiba,Cruzeiro,Coritiba,1,0
1,2016-05-15,Santa Cruz,Vitoria,Santa Cruz,4,1
1,2016-05-15,Botafogo-RJ,Sao Paulo,Sao Paulo,0,1
1,2016-05-15,America-MG,Fluminense,Fluminense,0,1
1,2016-05-15,Figueirense,Ponte Preta,-,0,0
1,2016-05-15,Corinthians,Gremio,-,0,0
1,2016-05-15,Internacional,Chapecoense,-,0,0
2,2016-05-21,Ponte Preta,Palmeiras,Ponte Preta,2,1
2,2016-05-21,Fluminense,Santa Cruz,-,2,2
2,2016-05-21,Cruzeiro,Figueirense,-,2,2
2,2016-05-22,Santos,Coritiba,Santos,2,1
2,2016-05-22,Athletico-PR,Atletico-MG,-,1,1
2,2016-05-22,Vitoria,Corinthians,Vitoria,3,2
2,2016-05-22,Chapecoense,America-MG,Chapecoense,3,1
2,2016-05-22,Sao Paulo,Internacional,Internacional,1,2
2,2016-05-22,Gremio,Flamengo,Gremio,1,0
2,2016-05-22,Sport,Botafogo-RJ,-,1,1
3,2016-05-25,Figueirense,Santos,-,2,2
3,2016-05-25,Botafogo-RJ,Athletico-PR,Botafogo-RJ,2,1
3,2016-05-25,Flamengo,Chapecoense,-,2,2
3,2016-05-25,America-MG,Vitoria,-,1,1
3,2016-05-25,Santa Cruz,Cruzeiro,Santa Cruz,4,1
3,2016-05-25,Coritiba,Sao Paulo,-,1,1
3,2016-05-25,Palmeiras,Fluminense,Palmeiras,2,0
3,2016-05-26,Corinthians,Ponte Preta,Corinthians,3,0
3,2016-05-26,Internacional,Sport,Internacional,1,0
3,2016-05-26,Atletico-MG,Gremio,Gremio,0,3
4,2016-05-28,Cruzeiro,America-MG,-,1,1
4,2016-05-28,Athletico-PR,Figueirense,Athletico-PR,2,1
4,2016-05-28,Chapecoense,Santa Cruz,-,1,1
4,2016-05-29,Ponte Preta,Flamengo,Flamengo,1,2
4,2016-05-29,Sport,Corinthians,Corinthians,0,2
4,2016-05-29,Fluminense,Botafogo-RJ,Fluminense,1,0
4,2016-05-29,Vitoria,Atletico-MG,-,1,1
4,2016-05-29,Sao Paulo,Palmeiras,Sao Paulo,1,0
4,2016-05-29,Gremio,Coritiba,Gremio,2,0
4,2016-05-29,Santos,Internacional,Internacional,0,1
5,2016-06-01,Internacional,Athletico-PR,Internacional,1,0
5,2016-06-01,Coritiba,Chapecoense,Chapecoense,3,4
5,2016-06-01,Santa Cruz,Sport,Sport,0,1
5,2016-06-01,Corinthians,Santos,Corinthians,1,0
5,2016-06-01,Atletico-MG,Fluminense,-,1,1
5,2016-06-01,Botafogo-RJ,Cruzeiro,Cruzeiro,0,1
5,2016-06-01,Figueirense,Sao Paulo,Figueirense,1,0
5,2016-06-02,America-MG,Ponte Preta,Ponte Preta,1,2
5,2016-06-02,Flamengo,Vitoria,Flamengo,1,0
5,2016-06-02,Palmeiras,Gremio,Palmeiras,4,3
6,2016-06-04,Athletico-PR,Santa Cruz,Athletico-PR,1,0
6,2016-06-04,Chapecoense,Fluminense,-,0,0
6,2016-06-04,Corinthians,Coritiba,Corinthians,2,1
6,2016-06-05,America-MG,Figueirense,America-MG,1,0
6,2016-06-05,Santos,Botafogo-RJ,Santos,3,0
6,2016-06-05,Vitoria,Internacional,Vitoria,1,0
6,2016-06-05,Sport,Atletico-MG,-,4,4
6,2016-06-05,Gremio,Ponte Preta,Gremio,1,0
6,2016-06-05,Flamengo,Palmeiras,Palmeiras,1,2
6,2016-06-05,Cruzeiro,Sao Paulo,Sao Paulo,0,1
7,2016-06-11,Internacional,America-MG,Internacional,3,1
7,2016-06-11,Ponte Preta,Chapecoense,Ponte Preta,2,1
7,2016-06-11,Fluminense,Gremio,-,1,1
7,2016-06-11,Sao Paulo,Athletico-PR,Athletico-PR,1,2
7,2016-06-12,Botafogo-RJ,Vitoria,-,1,1
7,2016-06-12,Coritiba,Sport,Coritiba,3,2
7,2016-06-12,Atletico-MG,Cruzeiro,Cruzeiro,2,3
7,2016-06-12,Palmeiras,Corinthians,Palmeiras,1,0
7,2016-06-12,Figueirense,Flamengo,Figueirense,1,0
7,2016-06-12,Santa Cruz,Santos,Santos,0,2
8,2016-06-15,Ponte Preta,Athletico-PR,Ponte Preta,3,2
8,2016-06-15,Chapecoense,Gremio,-,3,3
8,2016-06-15,Sao Paulo,Vitoria,Sao Paulo,2,0
8,2016-06-15,Botafogo-RJ,America-MG,Botafogo-RJ,3,1
8,2016-06-15,Santa Cruz,Figueirense,Santa Cruz,1,0
8,2016-06-15,Santos,Sport,Santos,2,0
8,2016-06-15,Coritiba,Palmeiras,-,2,2
8,2016-06-15,Cruzeiro,Flamengo,Flamengo,0,1
8,2016-06-16,Internacional,Atletico-MG,Internacional,2,0
8,2016-06-16,Fluminense,Corinthians,Fluminense,1,0
9,2016-06-18,Palmeiras,Santa Cruz,Palmeiras,3,1
9,2016-06-18,Athletico-PR,Santos,Athletico-PR,1,0
9,2016-06-18,America-MG,Coritiba,America-MG,2,1
9,2016-06-19,Atletico-MG,Ponte Preta,Atletico-MG,3,0
9,2016-06-19,Vitoria,Chapecoense,Chapecoense,1,2
9,2016-06-19,Corinthians,Botafogo-RJ,Corinthians,3,1
9,2016-06-19,Sport,Fluminense,Sport,2,1
9,2016-06-19,Flamengo,Sao Paulo,-,2,2
9,2016-06-19,Figueirense,Internacional,Figueirense,3,2
9,2016-06-19,Gremio,Cruzeiro,Gremio,2,0
10,2016-06-21,Palmeiras,America-MG,Palmeiras,2,0
10,2016-06-22,Ponte Preta,Cruzeiro,Cruzeiro,0,4
10,2016-06-22,Botafogo-RJ,Figueirense,-,0,0
10,2016-06-22,Santa Cruz,Flamengo,Flamengo,0,1
10,2016-06-22,Fluminense,Santos,Santos,2,4
10,2016-06-22,Atletico-MG,Corinthians,Atletico-MG,2,1
10,2016-06-23,Gremio,Vitoria,Vitoria,1,2
10,2016-06-23,Chapecoense,Athletico-PR,-,0,0
10,2016-06-23,Sao Paulo,Sport,-,0,0
10,2016-06-23,Coritiba,Internacional,-,1,1
11,2016-06-25,Cruzeiro,Palmeiras,Cruzeiro,2,1
11,2016-06-25,Corinthians,Santa Cruz,Corinthians,2,1
11,2016-06-26,America-MG,Atletico-MG,Atletico-MG,0,1
11,2016-06-26,Flamengo,Fluminense,Fluminense,1,2
11,2016-06-26,Vitoria,Ponte Preta,-,1,1
11,2016-06-26,Internacional,Botafogo-RJ,Botafogo-RJ,2,3
11,2016-06-26,Athletico-PR,Gremio,Athletico-PR,2,0
11,2016-06-26,Santos,Sao Paulo,Santos,3,0
11,2016-06-26,Figueirense,Coritiba,-,0,0
11,2016-06-26,Sport,Chapecoense,Sport,5,1
12,2016-06-29,Vitoria,Sport,Vitoria,3,2
12,2016-06-29,Flamengo,Internacional,Flamengo,1,0
12,2016-06-29,Gremio,Santos,Gremio,3,2
12,2016-06-29,Coritiba,Athletico-PR,Coritiba,1,0
12,2016-06-29,Chapecoense,Cruzeiro,Chapecoense,3,2
12,2016-06-29,America-MG,Corinthians,Corinthians,0,2
12,2016-06-29,Sao Paulo,Fluminense,Sao Paulo,2,1
12,2016-06-30,Palmeiras,Figueirense,Palmeiras,4,0
12,2016-06-30,Santa Cruz,Ponte Preta,Ponte Preta,0,3
12,2016-06-30,Atletico-MG,Botafogo-RJ,Atletico-MG,5,3
13,2016-07-02,Fluminense,Coritiba,-,0,0
13,2016-07-02,Athletico-PR,America-MG,Athletico-PR,1,0
13,2016-07-03,Cruzeiro,Vitoria,-,2,2
13,2016-07-03,Internacional,Gremio,Gremio,0,1
13,2016-07-03,Corinthians,Flamengo,Corinthians,4,0
13,2016-07-03,Santos,Chapecoense,Santos,3,0
13,2016-07-03,Ponte Preta,Sao Paulo,Ponte Preta,1,0
13,2016-07-03,Botafogo-RJ,Santa Cruz,Botafogo-RJ,2,1
13,2016-07-03,Figueirense,Atletico-MG,-,1,1
13,2016-07-04,Sport,Palmeiras,Palmeiras,1,3
14,2016-07-09,Chapecoense,Corinthians,Corinthians,0,2
14,2016-07-09,Coritiba,Botafogo-RJ,-,0,0
14,2016-07-09,Ponte Preta,Sport,Ponte Preta,2,1
14,2016-07-10,Gremio,Figueirense,Gremio,2,1
14,2016-07-10,Flamengo,Atletico-MG,Flamengo,2,0
14,2016-07-10,Sao Paulo,America-MG,Sao Paulo,3,0
14,2016-07-10,Santa Cruz,Internacional,Santa Cruz,1,0
14,2016-07-10,Vitoria,Fluminense,-,0,0
14,2016-07-11,Cruzeiro,Athletico-PR,Athletico-PR,0,3
14,2016-07-12,Palmeiras,Santos,-,1,1
15,2016-07-16,Botafogo-RJ,Flamengo,-,3,3
15,2016-07-16,Santos,Ponte Preta,Santos,3,1
15,2016-07-17,America-MG,Santa Cruz,Santa Cruz,0,3
15,2016-07-17,Figueirense,Chapecoense,-,1,1
15,2016-07-17,Fluminense,Cruzeiro,Fluminense,2,0
15,2016-07-17,Corinthians,Sao Paulo,-,1,1
15,2016-07-17,Internacional,Palmeiras,Palmeiras,0,1
15,2016-07-17,Athletico-PR,Vitoria,-,1,1
15,2016-07-17,Sport,Gremio,Sport,4,2
15,2016-07-18,Atletico-MG,Coritiba,Atletico-MG,2,1
16,2016-07-23,Corinthians,Figueirense,-,1,1
16,2016-07-23,Santa Cruz,Coritiba,Coritiba,0,1
16,2016-07-24,Palmeiras,Atletico-MG,Atletico-MG,0,1
16,2016-07-24,Ponte Preta,Internacional,-,2,2
16,2016-07-24,Chapecoense,Botafogo-RJ,Chapecoense,2,1
16,2016-07-24,Gremio,Sao Paulo,Gremio,1,0
16,2016-07-24,Cruzeiro,Sport,Sport,1,2
16,2016-07-24,Athletico-PR,Fluminense,Athletico-PR,1,0
16,2016-07-24,Vitoria,Santos,Santos,2,3
16,2016-07-25,Flamengo,America-MG,Flamengo,2,1
17,2016-07-30,Figueirense,Vitoria,Figueirense,1,0
17,2016-07-30,Sport,Athletico-PR,Sport,2,0
17,2016-07-30,Atletico-MG,Santa Cruz,Atletico-MG,3,0
17,2016-07-31,Fluminense,Ponte Preta,Fluminense,3,0
17,2016-07-31,Sao Paulo,Chapecoense,-,2,2
17,2016-07-31,Coritiba,Flamengo,Flamengo,0,2
17,2016-07-31,Internacional,Corinthians,Corinthians,0,1
17,2016-07-31,Santos,Cruzeiro,Santos,2,0
17,2016-07-31,Botafogo-RJ,Palmeiras,Botafogo-RJ,3,1
17,2016-07-31,America-MG,Gremio,-,0,0
18,2016-08-03,Vitoria,Coritiba,Vitoria,3,1
18,2016-08-03,Sport,America-MG,-,1,1
18,2016-08-03,Santos,Flamengo,-,0,0
18,2016-08-03,Athletico-PR,Corinthians,Athletico-PR,2,0
18,2016-08-04,Ponte Preta,Botafogo-RJ,Ponte Preta,2,0
18,2016-08-04,Gremio,Santa Cruz,-,0,0
18,2016-08-04,Sao Paulo,Atletico-MG,Atletico-MG,1,2
18,2016-08-04,Cruzeiro,Internacional,Cruzeiro,4,2
18,2016-08-04,Chapecoense,Palmeiras,-,1,1
19,2016-08-06,Flamengo,Athletico-PR,Flamengo,1,0
19,2016-08-07,America-MG,Santos,America-MG,1,0
19,2016-08-07,Palmeiras,Vitoria,Palmeiras,2,1
19,2016-08-07,Coritiba,Ponte Preta,Coritiba,3,1
19,2016-08-07,Santa Cruz,Sao Paulo,Sao Paulo,1,2
19,2016-08-07,Internacional,Fluminense,-,2,2
19,2016-08-07,Figueirense,Sport,-,1,1
19,2016-08-08,Atletico-MG,Chapecoense,Atletico-MG,3,1
19,2016-08-08,Corinthians,Cruzeiro,-,1,1
20,2016-08-13,Sport,Flamengo,Sport,1,0
20,2016-08-13,Ponte Preta,Figueirense,Ponte Preta,2,0
20,2016-08-14,Fluminense,America-MG,Fluminense,1,0
20,2016-08-14,Gremio,Corinthians,Gremio,3,0
20,2016-08-14,Vitoria,Santa Cruz,-,2,2
20,2016-08-14,Cruzeiro,Coritiba,-,2,2
20,2016-08-14,Santos,Atletico-MG,Santos,3,0
20,2016-08-14,Sao Paulo,Botafogo-RJ,Botafogo-RJ,0,1
20,2016-08-14,Athletico-PR,Palmeiras,Palmeiras,0,1
20,2016-08-15,Chapecoense,Internacional,Chapecoense,1,0
21,2016-08-19,America-MG,Chapecoense,Chapecoense,1,2
21,2016-08-20,Botafogo-RJ,Sport,Botafogo-RJ,3,0
21,2016-08-21,Atletico-MG,Athletico-PR,Atletico-MG,1,0
21,2016-08-21,Flamengo,Gremio,Flamengo,2,1
21,2016-08-21,Palmeiras,Ponte Preta,-,2,2
21,2016-08-21,Santa Cruz,Fluminense,Fluminense,0,1
21,2016-08-21,Internacional,Sao Paulo,-,1,1
21,2016-08-21,Coritiba,Santos,Coritiba,2,1
21,2016-08-21,Figueirense,Cruzeiro,Cruzeiro,1,2
21,2016-08-22,Corinthians,Vitoria,Corinthians,2,1
22,2016-08-27,Ponte Preta,Corinthians,Ponte Preta,2,0
22,2016-08-28,Santos,Figueirense,Figueirense,0,1
22,2016-08-28,Cruzeiro,Santa Cruz,Cruzeiro,2,0
22,2016-08-28,Gremio,Atletico-MG,-,1,1
22,2016-08-28,Fluminense,Palmeiras,Palmeiras,0,2
22,2016-08-28,Sao Paulo,Coritiba,-,0,0
22,2016-08-28,Chapecoense,Flamengo,Flamengo,1,3
22,2016-08-28,Sport,Internacional,-,1,1
22,2016-08-28,Vitoria,America-MG,Vitoria,2,1
22,2016-08-29,Athletico-PR,Botafogo-RJ,Athletico-PR,1,0
18,2016-09-03,Fluminense,Figueirense,Fluminense,3,2
19,2016-09-04,Botafogo-RJ,Gremio,Botafogo-RJ,2,1
23,2016-09-07,Santa Cruz,Chapecoense,-,2,2
23,2016-09-07,Botafogo-RJ,Fluminense,Botafogo-RJ,1,0
23,2016-09-07,Figueirense,Athletico-PR,Figueirense,1,0
23,2016-09-07,Atletico-MG,Vitoria,Atletico-MG,2,1
23,2016-09-07,Palmeiras,Sao Paulo,Palmeiras,2,1
23,2016-09-07,Coritiba,Gremio,Coritiba,4,0
23,2016-09-07,Flamengo,Ponte Preta,Flamengo,2,1
23,2016-09-08,Corinthians,Sport,Corinthians,3,0
23,2016-09-08,America-MG,Cruzeiro,Cruzeiro,0,2
23,2016-09-08,Internacional,Santos,Internacional,2,1
24,2016-09-10,Vitoria,Flamengo,Flamengo,1,2
24,2016-09-11,Sao Paulo,Figueirense,Sao Paulo,3,1
24,2016-09-11,Chapecoense,Coritiba,Chapecoense,1,0
24,2016-09-11,Cruzeiro,Botafogo-RJ,Botafogo-RJ,0,2
24,2016-09-11,Athletico-PR,Internacional,Athletico-PR,2,1
24,2016-09-11,Sport,Santa Cruz,Sport,5,3
24,2016-09-11,Santos,Corinthians,Santos,2,1
24,2016-09-11,Gremio,Palmeiras,-,0,0
24,2016-09-11,Ponte Preta,America-MG,-,1,1
24,2016-09-12,Fluminense,Atletico-MG,Fluminense,4,2
25,2016-09-14,Botafogo-RJ,Santos,Santos,0,1
25,2016-09-14,Figueirense,America-MG,-,2,2
25,2016-09-14,Santa Cruz,Athletico-PR,Santa Cruz,1,0
25,2016-09-14,Ponte Preta,Gremio,Ponte Preta,3,0
25,2016-09-14,Coritiba,Corinthians,-,1,1
25,2016-09-14,Palmeiras,Flamengo,-,1,1
25,2016-09-15,Fluminense,Chapecoense,Chapecoense,1,2
25,2016-09-15,Atletico-MG,Sport,Atletico-MG,1,0
25,2016-09-15,Internacional,Vitoria,Vitoria,0,1
25,2016-09-15,Sao Paulo,Cruzeiro,Sao Paulo,1,0
26,2016-09-17,Corinthians,Palmeiras,Palmeiras,0,2
26,2016-09-18,Flamengo,Figueirense,Flamengo,2,0
26,2016-09-18,Cruzeiro,Atletico-MG,-,1,1
26,2016-09-18,Gremio,Fluminense,Fluminense,0,1
26,2016-09-18,Athletico-PR,Sao Paulo,Athletico-PR,1,0
26,2016-09-18,Sport,Coritiba,Coritiba,0,1
26,2016-09-18,Chapecoense,Ponte Preta,-,2,2
26,2016-09-18,Santos,Santa Cruz,Santos,3,2
26,2016-09-18,Vitoria,Botafogo-RJ,Botafogo-RJ,0,1
26,2016-09-19,America-MG,Internacional,America-MG,1,0
27,2016-09-24,Palmeiras,Coritiba,Palmeiras,2,1
27,2016-09-24,Sport,Santos,Sport,1,0
27,2016-09-24,America-MG,Botafogo-RJ,America-MG,1,0
27,2016-09-25,Athletico-PR,Ponte Preta,Athletico-PR,3,0
27,2016-09-25,Figueirense,Santa Cruz,Figueirense,3,1
27,2016-09-25,Vitoria,Sao Paulo,Vitoria,2,0
27,2016-09-25,Corinthians,Fluminense,Fluminense,0,1
27,2016-09-25,Gremio,Chapecoense,Gremio,1,0
27,2016-09-25,Flamengo,Cruzeiro,Flamengo,2,1
27,2016-09-25,Atletico-MG,Internacional,Atletico-MG,3,1
28,2016-10-01,Fluminense,Sport,Fluminense,3,1
28,2016-10-01,Sao Paulo,Flamengo,-,0,0
28,2016-10-01,Chapecoense,Vitoria,Vitoria,1,4
28,2016-10-01,Santos,Athletico-PR,Santos,2,0
28,2016-10-01,Botafogo-RJ,Corinthians,Botafogo-RJ,2,0
28,2016-10-01,Ponte Preta,Atletico-MG,Atletico-MG,1,2
28,2016-10-01,Cruzeiro,Gremio,Cruzeiro,1,0
28,2016-10-01,Internacional,Figueirense,Internacional,1,0
28,2016-10-03,Santa Cruz,Palmeiras,Palmeiras,2,3
28,2016-10-03,Coritiba,America-MG,Coritiba,3,0
29,2016-10-05,Vitoria,Gremio,Gremio,0,1
29,2016-10-05,Athletico-PR,Chapecoense,Athletico-PR,3,1
29,2016-10-05,Corinthians,Atletico-MG,-,0,0
29,2016-10-05,Santos,Fluminense,Santos,2,1
29,2016-10-05,Sport,Sao Paulo,-,1,1
29,2016-10-06,Internacional,Coritiba,Internacional,1,0
29,2016-10-08,Cruzeiro,Ponte Preta,Cruzeiro,2,0
29,2016-10-09,Flamengo,Santa Cruz,Flamengo,3,0
29,2016-10-09,America-MG,Palmeiras,Palmeiras,0,2
29,2016-10-09,Figueirense,Botafogo-RJ,Botafogo-RJ,0,1
30,2016-10-12,Chapecoense,Sport,Chapecoense,3,0
30,2016-10-12,Coritiba,Figueirense,-,0,0
30,2016-10-12,Santa Cruz,Corinthians,Corinthians,2,4
30,2016-10-12,Botafogo-RJ,Internacional,Botafogo-RJ,1,0
30,2016-10-13,Ponte Preta,Vitoria,Ponte Preta,2,0
30,2016-10-13,Atletico-MG,America-MG,Atletico-MG,3,0
30,2016-10-13,Palmeiras,Cruzeiro,-,0,0
30,2016-10-13,Gremio,Athletico-PR,Gremio,1,0
30,2016-10-13,Fluminense,Flamengo,Flamengo,1,2
30,2016-10-13,Sao Paulo,Santos,Santos,0,1
31,2016-10-16,Botafogo-RJ,Atletico-MG,Botafogo-RJ,3,2
31,2016-10-16,Cruzeiro,Chapecoense,-,0,0
31,2016-10-16,Athletico-PR,Coritiba,Athletico-PR,2,0
31,2016-10-16,Internacional,Flamengo,Internacional,2,1
31,2016-10-16,Figueirense,Palmeiras,Palmeiras,1,2
31,2016-10-16,Corinthians,America-MG,Corinthians,2,0
31,2016-10-16,Ponte Preta,Santa Cruz,Ponte Preta,3,0
31,2016-10-16,Sport,Vitoria,Sport,1,0
31,2016-10-16,Santos,Gremio,-,1,1
31,2016-10-17,Fluminense,Sao Paulo,Sao Paulo,1,2
32,2016-10-19,Santa Cruz,Botafogo-RJ,Botafogo-RJ,0,1
32,2016-10-22,Sao Paulo,Ponte Preta,Sao Paulo,2,0
32,2016-10-23,Flamengo,Corinthians,-,2,2
32,2016-10-23,Vitoria,Cruzeiro,Cruzeiro,0,1
32,2016-10-23,Palmeiras,Sport,Palmeiras,2,1
32,2016-10-23,Gremio,Internacional,-,0,0
32,2016-10-23,Coritiba,Fluminense,-,1,1
32,2016-10-23,Atletico-MG,Figueirense,Atletico-MG,3,0
32,2016-10-23,Chapecoense,Santos,Santos,0,1
32,2016-10-24,America-MG,Athletico-PR,America-MG,1,0
33,2016-10-27,Sport,Ponte Preta,Sport,1,0
33,2016-10-28,Fluminense,Vitoria,-,2,2
33,2016-10-29,Atletico-MG,Flamengo,-,2,2
33,2016-10-29,Corinthians,Chapecoense,-,1,1
33,2016-10-29,Athletico-PR,Cruzeiro,Athletico-PR,1,0
33,2016-10-29,Botafogo-RJ,Coritiba,-,0,0
33,2016-10-29,Internacional,Santa Cruz,-,1,1
33,2016-10-29,Figueirense,Gremio,-,0,0
33,2016-10-29,Santos,Palmeiras,Santos,1,0
33,2016-10-31,America-MG,Sao Paulo,America-MG,1,0
34,2016-11-05,Flamengo,Botafogo-RJ,-,0,0
34,2016-11-05,Sao Paulo,Corinthians,Sao Paulo,4,0
34,2016-11-06,Ponte Preta,Santos,Santos,1,2
34,2016-11-06,Santa Cruz,America-MG,Santa Cruz,1,0
34,2016-11-06,Palmeiras,Internacional,Palmeiras,1,0
34,2016-11-06,Vitoria,Athletico-PR,Vitoria,3,2
34,2016-11-06,Cruzeiro,Fluminense,Cruzeiro,4,2
34,2016-11-06,Coritiba,Atletico-MG,Coritiba,2,0
34,2016-11-06,Chapecoense,Figueirense,Chapecoense,1,0
34,2016-11-07,Gremio,Sport,Sport,0,3
35,2016-11-15,Fluminense,Athletico-PR,-,1,1
35,2016-11-16,Botafogo-RJ,Chapecoense,Chapecoense,0,2
35,2016-11-16,Coritiba,Santa Cruz,Coritiba,1,0
35,2016-11-16,Sport,Cruzeiro,Cruzeiro,0,1
35,2016-11-16,America-MG,Flamengo,Flamengo,0,1
35,2016-11-16,Figueirense,Corinthians,-,1,1
35,2016-11-17,Santos,Vitoria,Santos,3,2
35,2016-11-17,Sao Paulo,Gremio,-,1,1
35,2016-11-17,Internacional,Ponte Preta,-,1,1
